institution,addr,lat,lng
Inselspital,"Freiburgstrasse 18, 3010 Bern, Switzerland",46.9472676,7.4247343
National Insti-tutes of Health,"601 E 12th St #1709, Kansas City, MO 64106, USA",39.0990178,-94.57606489999999
Polo Universitário da Ajuda,"Pólo Universitário da Ajuda, 1300-666 Lisboa, Portugal",38.713933,-9.196977
Akdeniz University,"Pınarbaşı, Akdeniz Ünv., 07070 Konyaaltı/Antalya, Turkey",36.8945335,30.655353
Tainan Hospital,"700, Taiwan, Tainan City, West Central District, Zhongshan Rd, 125號700 號",22.9963466,120.2088069
San Luis Potosí,"San Luis Potosí, San Luis Potosi, Mexico",22.1564699,-100.9855409
Imola Hospital,"Imola Ospedale Vecchio Via G, dalle Bande Nere, 40026 Imola BO, Italy",44.344082,11.6896696
Oregon National Primate Research Center,"505 NW 185th Ave, Beaverton, OR 97006, USA",45.5243417,-122.875152
Bangladesh Atomic Energy Commission,"E-12/A, Paramanu Bhaban, Near Aah Towfiq - Md.Towfiq Hossain Avenue, Shahid Shahabuddin Shorok, Dhaka 1207, Bangladesh",23.7780378,90.3715637
Shanghai Xinhua Hospital Affiliated to Shanghai Jiao Tong University School of Medicine,"China, Shanghai Shi, Chongming Qu, Chongming Dongmen Rd, 东门路1",31.61647099999999,121.400184
Montana State University,"100, Culbertson Hall, Bozeman, MT 59717, USA",45.6673524,-111.0546211
Biognos AB,"Generatorsgatan 1, 417 05 Göteborg, Sweden",57.7285572,11.9490125
Sahlgrenska Academy at University of Gothenburg,"Medicinaregatan 3, 413 90 Göteborg, Sweden",57.68722210000001,11.9553461
St Louis University,"1 N Grand Blvd, St. Louis, MO 63103, USA",38.6346955,-90.23405869999999
Le Kremlin-Biceˆtre,"Le Kremlin-Bicêtre, France",48.810108,2.356972
Johnstown Castle Estate,"Johnstown Castle Estate, Museum & Gardens, Johnstown Castle Estate, Oldtown Ln, Johnstown, Murntown, Co. Wexford, Ireland",52.2921747,-6.5035972
Università degli Studi di Napoli Federico II,"Corso Umberto I, 40, 80138 Napoli NA, Italy",40.8454073,14.2577342
New Haw,"New Haw, Addlestone KT15 2DP, UK",51.359454,-0.487961
University of Napoli Federico II,"Corso Umberto I, 40, 80138 Napoli NA, Italy",40.8454073,14.2577342
Seoul Metropolitan Government Research Institute of Public Health and Environment,"202-3 Yangjae-dong, Seocho-gu, Seoul, South Korea",37.4646038,127.0323004
Ashtown Food Research Centre,"Scribbletown, Dublin 15, Northside, Dublin, Co. Dublin, Ireland",53.380717,-6.336621999999999
Ru -der Bošković Institute,"Bijenička cesta 54, 10000, Zagreb, Croatia",45.8300113,15.9870591
Konyang University Hospital,"158 Gwanjeodong-ro, Gasuwon-dong, Seo-gu, Daejeon, South Korea",36.3065056,127.3425722
Laboratorio Estatal de Salud Pública de Oaxaca,"Carretera Oaxaca a, Sola de Vega Kilómetro 18.5, Fraccionamiento, 71257 Reyes Mantecón, Oax., Mexico",16.9109613,-96.7238749
Universidade Federal de Santa Maria,"Av. Roraima nº 1000 Cidade Universitária Bairro - Camobi, Santa Maria - RS, 97105-900, Brazil",-29.7215493,-53.71837069999999
Jazan University,"Al Maarefah Rd, جازان Saudi Arabia",16.9738762,42.5436057
Health Centre of Villa de Mazo,"Centro Comercial Centro Cancajo, Calle Punta de la Arena, S/N, 38712 Los Cancajos, Santa Cruz de Tenerife, Spain",28.6508232,-17.7599117
Nancy University Hospital,"29 Avenue du Maréchal de Lattre de Tassigny, 54035 Nancy, France",48.6852009,6.192022
Hang Seng Management College,"Hang Shin Link, Siu Lek Yuen, Hong Kong",22.379404,114.211716
Royal Darwin Hospital,"105 Rocklands Dr, Tiwi NT 0810, Australia",-12.3554775,130.882915
National Cancer Institute; NIH,"37 Convent Dr, Bethesda, MD 20814, USA",38.9996533,-77.1075826
"Baruch S. Blumberg Institute, Hepatitis B Foundation","3805 Old Easton Rd, Doylestown, PA 18902, USA",40.33250290000001,-75.125342
Kanchan Bagh,"Kanchan Bagh, Hyderabad, Telangana, India",17.3325109,78.5098457
University of Auckland,"Auckland CBD, Auckland 1010, New Zealand",-36.8523378,174.7691073
Zhongkai University of Agriculture and Engineering,"501 Zhongkai Rd, Bin Jiang Lu, Haizhu Qu, Guangzhou Shi, Guangdong Sheng, China, 510408",23.107883,113.280445
Secretaria de Saúde Estadual de São Paulo (CVE),"Av. Dr. Arnaldo, 355 - Pacaembu, São Paulo - SP, 05402-000, Brazil",-23.5552991,-46.6685112
Zhuhai Campus of Zunyi Medical University,"Jinwan District, Zhuhai, Guangdong Province, China",22.065052,113.403264
United States Army Research Institute for Infectious Disease,"1425 Porter St, Frederick, MD 21702, USA",39.4381659,-77.4231224
Hong Kong Hospital Authority Head Office,"Hong Kong, Ma Tau Wai, Argyle St, 147B號號",22.3243594,114.1832262
Global Public Health Solutions,"3355 Lenox Rd NE, Atlanta, GA 30326, USA",33.8467601,-84.3583316
Royal Victoria Infirmary,"Queen Victoria Rd, Newcastle upon Tyne NE1 4LP, UK",54.98020570000001,-1.6190553
F4007 University Hos-pital South,"4000 Cambridge St, Kansas City, KS 66160, USA",39.0576784,-94.60997030000001
Chinese Academy of Medical Science,"9 Dongdan 3rd Alley, Wang Fu Jing, Dongcheng Qu, Beijing Shi, China",39.91068509999999,116.4148846
"APC Europe, S.L.U","Av. de Sant Julià, 246, 08403 Granollers, Barcelona, Spain",41.5768606,2.2724947
Marshfield Clinic,"402 W Lake St, Friendship, WI 53934, USA",43.9745719,-89.8212562
National Chiayi University,"No. 300, Xuefu Road, East District, Chiayi City, Taiwan 600",23.4681944,120.484174
Chi Mei Medical Center,"No. 901號, Zhonghua Road, Yongkang District, Tainan City, Taiwan 710",23.0207771,120.2219369
Eulji University,"95 Dunsanseo-ro, Dunsan-dong, Seo-gu, Daejeon, South Korea",36.35521689999999,127.381964
Army Institute of Infectious Diseases (USAMRIID),"1425 Porter St, Frederick, MD 21702, USA",39.4381659,-77.4231224
University of Illinois College of Medicine,"1853 W Polk St, Chicago, IL 60612, USA",41.8705427,-87.67265599999999
National Institute for Research in Dairying Shinfield,"Shinfield, Reading, UK",51.4083203,-0.9478325999999999
Biorheinistry Depnvtment Lincoln College Canterbury,"300 Keokuk St, Lincoln, IL 62656, USA",40.1575092,-89.3606727
The Peter Doherty Institute for Infection and Immunity,"792 Elizabeth St, Melbourne VIC 3000, Australia",-37.8000025,144.9580257
Universidade de Sorocaba,"SP-270, km 92,5 - Vila Artura, Sorocaba - SP, 18023-000, Brazil",-23.5002693,-47.398606
The Children's Hospital,"1200 Children's Ave, Oklahoma City, OK 73104, USA",35.4812917,-97.4977382
UCLA School of Medicine,"10833 Le Conte Ave, Los Angeles, CA 90095, USA",34.06428289999999,-118.4423562
New South Wales Department of Health,"100 Christie St, St Leonards NSW 2065, Australia",-33.8226184,151.195113
Masaryk University,"Žerotínovo nám. 617/9, 601 77 Brno-Brno-střed, Czechia",49.19862990000001,16.605384
Salptrire Hospital,"47-83 Boulevard de l'Hôpital, 75013 Paris, France",48.8370792,2.3650429
Balikesir University,"Üniversitesi Rektörlüğü Çağış Yerleşkesi Üzeri 17. km, Paşaköy, Bigadiç Caddesi, 10145 Altıeylül/Balıkesir, Turkey",39.541071,28.008696
Zhengzhou College of Animal Husbandry Engineering,"16 Beilin Rd, Jinshui Qu, Zhengzhou Shi, Henan Sheng, China",34.802904,113.686962
CHA Bundang Medical Center,"59 Yatap-ro, Yatap-dong, Bundang-gu, Seongnam-si, Gyeonggi-do, South Korea",37.410195,127.125487
Bern University,"Schanzeneckstrasse 1, 3012 Bern, Switzerland",46.9499653,7.4355493
Institut Pasteur Korea,"16 Daewangpangyo-ro 712(chilbaeks, Sampyeong-dong, Bundang-gu, Seongnam-si, Gyeonggi-do, South Korea",37.406567,127.1034641
Claremont Graduate University,"150 E 10th St, Claremont, CA 91711, USA",34.1040411,-117.7139522
University of Athens,"Athens 157 72, Greece",37.968196,23.7786871
Sun Yat-sen University,"135 Xingang W Rd, Bin Jiang Lu, Haizhu Qu, Guangzhou Shi, Guangdong Sheng, China",23.0965384,113.298883
Nantou Hospital,"540, Taiwan, Nantou County, Nantou City, Fuxing Road, 478號B2",23.913997,120.684482
Hospital for Sick Children,"555 University Ave, Toronto, ON M5G 1X8, Canada",43.6573521,-79.3875399
The Central Hospital of Xiaogan,"China, Hubei Sheng, Xiaogan Shi, Xiaonan Qu, Shizhuan Rd, 广场路6号",30.927722,113.912793
Jena University Hospital,"Bachstraße 18, 07743 Jena, Germany",50.9289028,11.5787572
Institut national de la recherche scientifique,"490 Rue de la Couronne, Québec, QC G1K 9A9, Canada",46.8130159,-71.2240248
"Caxias do Sul, RS","Caxias do Sul - Galópolis, Caxias do Sul - RS, Brazil",-29.1634031,-51.1796683
Hospital Universitario Puerta de Hierro,"Calle Joaquín Rodrigo, 1, 28222 Majadahonda, Madrid, Spain",40.4502082,-3.8742158
the Second Affiliated Hospital of Sun Yat-sen University,"250 Changgang Middle Rd, Haizhu Qu, Guangzhou Shi, Guangdong Sheng, China",23.090036,113.278505
Wuhan Institute of Bioengineering,"1 Hanshi Rd, Xinzhou Qu, Wuhan Shi, Hubei Sheng, China",30.70997699999999,114.523201
Israel Institute for Biological Research,"Ness Ziona, Israel",31.9242508,34.793267
Sanaria Inc,"9800 Medical Center Dr # A209, Rockville, MD 20850, USA",39.0958216,-77.1971631
Stanford University School of Medicine,"291 Campus Drive, Stanford, CA 94305, USA",37.4318102,-122.175758
Chinese Academy of Fisheries Science,"106 Nanjing Rd, Shinan Qu, Qingdao Shi, Shandong Sheng, China",36.0768855,120.3867622
San Nicolás de los Garza,"San Nicolás de los Garza, Nuevo Leon, Mexico",25.7493469,-100.2868973
Boriken Neighborhood Health Center,"2265 3rd Ave &, E 123rd St, New York, NY 10035, USA",40.8023982,-73.9363601
Hong Kong University-Pasteur Research Centre,"7 Sassoon Rd, Sandy Bay, Hong Kong",22.2686408,114.1293082
Justus-Liebig-University,"Ludwigstraße 23, 35390 Gießen, Germany",50.5804674,8.6771403
Escola Nacional de Saúde Pública Sérgio Arouca (ENSP),"R. Leopoldo Bulhões, 1480 - Manguinhos, Rio de Janeiro - RJ, 21041-210, Brazil",-22.8779869,-43.2505522
†Thailand Ministry of Public Health,"ต ตลาด ขวัญ อ เมือง จ นนทบุรี Tambon Bang Khen, Amphoe Mueang Nonthaburi, Chang Wat Nonthaburi 11000, Thailand",13.8497732,100.5288137
Victoria University of Wellington,"Kelburn, Wellington 6012, New Zealand",-41.2904017,174.7686615
National Institute for Infectious Diseases 'Lazzaro Spallanzani' IRCCS,"Via Portuense, 292, 00149 Roma RM, Italy",41.866501,12.4564793
University of North Carolina Health Care,"101 Manning Dr, Chapel Hill, NC 27514, USA",35.9034205,-79.0507665
Hospital Universitario Central de Asturias,"Av. Roma, 33011 Oviedo, Asturias, Spain",43.3753533,-5.827230399999999
China University of Petroleum,"Jinan Rd, Dongying Qu, Dongying Shi, Shandong Sheng, China",37.4623077,118.5005322
HOpital des Enfants,"1001 Boulevard Décarie, Montréal, QC H4A 3J1, Canada",45.4728521,-73.6009687
MedImmune Ltd,"660 Medimmune Ct & Research Court, Frederick, MD 21703, USA",39.402458,-77.4334322
USP,"12601 Twinbrook Pkwy, Rockville, MD 20852, USA",39.0630813,-77.1159838
Alnylam Pharmaceuticals,"675 W Kendall St, Cambridge, MA 02142, USA",42.36464,-71.0819609
St Petersburg,"St. Petersburg, FL, USA",27.7676008,-82.64029149999999
Duke-National University,"Durham, NC 27708, USA",36.0014258,-78.9382286
Radboud University Medical Centre,"Geert Grooteplein Zuid 10, 6525 GA Nijmegen, Netherlands",51.8235728,5.8611812
University of the South,"735 University Ave, Sewanee, TN 37383, USA",35.20518,-85.9176605
Council of State and Territorial Epidemiologists,"2635 Century Pkwy NE #700, Atlanta, GA 30345, USA",33.8493491,-84.3066781
Macau University of Science and Technology,"Av. Wai Long, Macao",22.152579,113.5676887
Guangzhou University of Chinese Medicine,"232 Daxuecheng Outer Ring E Rd, Panyu Qu, Guangzhou Shi, Guangdong Sheng, China",23.060118,113.402176
Research Toxicology Centre S.p.A,"Via Tito Speri, 12, 00040 Pomezia RM, Italy",41.6712554,12.4866964
Hospital Vargas de Caracas,"San Simeon a Monte Carmelo, Caracas 1010, Distrito Capital, Venezuela",10.5162169,-66.9113849
Oregon Health Sciences University,"3181 SW Sam Jackson Park Rd, Portland, OR 97239, USA",45.4991593,-122.6865808
Georgia State University School of Public Health,"140 Decatur St SE, Atlanta, GA 30303, USA",33.7520951,-84.3852816
CSIRO,"Chemin de Baillarguet, 34980 Montferrier-sur-Lez, France",43.6837395,3.8754098
King Saud University Riyadh,"King Saud University, Riyadh Saudi Arabia",24.7222078,46.6258804
Thomas' NHS Foundation Trust,"20 St Thomas St, London SE1 9RS, UK",51.5046931,-0.0886718
Zibo Central Hospital,"China, Shandong Sheng, Zibo Shi, Zhangdian Qu, 西二路西六巷",36.8078316,118.0530434
CONICET-Universidad Nacional de La Plata,"Diagonal 113, Casco Urbano, B1900 La Plata, Buenos Aires, Argentina",-34.9127846,-57.9258453
Medical University of Ł od z,"plac Gen. Józefa Hallera 1, 90-647 Łódź, Poland",51.7684308,19.4357693
CNRS URA3015,"3 Rue Michel Ange, 75016 Paris, France",48.8476037,2.2639934
Fondation Congolaise pour la Recherche Me´dicale,"OMS, Brazzaville, Republic of the Congo",-4.3051159,15.2037907
Madras Veterinary College,"Vepery High Rd, Periamet, Vepery, Choolai, Chennai, Tamil Nadu 600007, India",13.0855494,80.26661639999999
Kwong Wah Hospital,"25 Waterloo Rd, Yau Ma Tei, Hong Kong",22.3151818,114.1724134
Servicio de Medicina Interna-Infecciosas. Hospital Clínico Universitario Virgen de la Arrixaca. Murcia,"Ctra. Madrid-Cartagena, s/n, 30120 El Palmar, Murcia, Spain",37.9326574,-1.162527
Tokyo University of Pharmacy and Life Sciences,"1432-1 Horinouchi, Hachioji, Tōkyō-to 192-0392, Japan",35.6386105,139.3839456
St. Jude Children's Hospital,"262 Danny Thomas Pl, Memphis, TN 38105, USA",35.1535935,-90.0434843
Santa Fe Institute,"1399 Hyde Park Rd, Santa Fe, NM 87501, USA",35.700306,-105.908634
Casa di Cura Villa Montallegro,"Via Monte Zovetto, 27, 16145 Genova GE, Italy",44.4018507,8.9639286
National Guard -Health Affairs,"5636 E McDowell Rd, Phoenix, AZ 85008, USA",33.4668677,-111.9620897
Veterinary Pathologist,"2644 E Bell Rd, Phoenix, AZ 85032, USA",33.6409045,-112.0247351
Turku City Hospital,"Kunnallissairaalantie 20, 20700 Turku, Finland",60.44010829999999,22.2757348
University of Baghdad,"الجادرية، Baghdad, Iraq",33.2712719,44.3782637
Gyeongsang National University (GNU),"South Korea, Gyeongsangnam-do, Jinju, Gajwa-dong, Jinju-daero, 501",35.1531629,128.0994469
University of Miami/Jackson Health System,"1611 NW 12th Ave, Miami, FL 33136, USA",25.7920829,-80.212958
Beckman Research Institute of City of Hope,"S Shamrock Ave, Monrovia, CA 91016, USA",34.1408898,-117.9914255
Carlos III Health Institute,"720 Eskenazi Ave, Indianapolis, IN 46202, USA",39.777862,-86.18698200000001
Beijing University of Civil Engineering and Architecture,"1 Zhanlanguan Rd, Dong Wu Yuan, Xicheng Qu, China",39.93532099999999,116.342721
University of Ankara,"Emniyet, Dögol Cd. 6A, 06560 Yenimahalle/Ankara, Turkey",39.934855,32.8338615
Faculdade de Medicina da Universidade de Lisboa,"Avenida Professor Egas Moniz MB, 1649-028 Lisboa, Portugal",38.7468038,-9.1609454
Columbia University College of Physicians and Surgeons,"630 W 168th St, New York, NY 10032, USA",40.8410971,-73.9411973
University of Toronto Mississauga,"3359 Mississauga Rd, Mississauga, ON L5L 1C6, Canada",43.5487269,-79.6629276
University of Abomey-Calavi (Benin),"Godomey, Benin",6.413005999999999,2.3450398
Pontifícia Universidade Católica do Paraná,"R. Imac. Conceição, 1155 - Prado Velho, Curitiba - PR, 80215-901, Brazil",-25.4518669,-49.2511097
Universidad Autónoma de San Luis Potosí (UASLP),"Alvaro Obregon 64, Centro, 78300 San Luis, S.L.P., Mexico",22.1527235,-100.9780052
The University of Alabama at Birmingham,"1720 University Blvd, Birmingham, AL 35294, USA",33.5019893,-86.8064433
Blizard Institute,"4 Newark St, Whitechapel, London E1 2AT, UK",51.5167978,-0.06165479999999999
Rua José António Serrano,"R. José António Serrano, 1150-199 Lisboa, Portugal",38.7169138,-9.136624099999999
Iowa State University College of Veterinary Medicine,"2503 50011-, Veterinary Medicine, 1800 Christensen Dr, Ames, IA 50010, USA",42.00664,-93.63214289999999
"AstraZeneca R&D, M€ olndal","Pepparedsleden 1, 431 50 Mölndal, Sweden",57.64441919999999,12.0202261
Seoul Medical Center,"Los Angeles, CA 90010, USA",34.0628237,-118.2872839
Manchester Metropolitan University,"All Saints Building, All Saints, Manchester M15 6BH, UK",53.4704767,-2.2394124
Gwangju Christian Hospital,"37 Yangnim-ro, Yangnim-dong, Nam-gu, Kwangju, South Korea",35.1366602,126.9121238
University of Medicine 2,"Khaymar Thi Rd, Yangon, Myanmar (Burma)",16.9026247,96.1554618
Duke University,"Durham, NC 27708, USA",36.0014258,-78.9382286
New York State Department of Health,"Corning Tower, empire plaza, State St, Albany, NY 12203, USA",42.6510988,-73.7589066
The Hang Seng University of Hong Kong,"Hang Shin Link, Siu Lek Yuen, Hong Kong",22.3795293,114.2114767
hôpital Jean-Verdier,"Avenue du 14 Juillet, 93140 Bondy, France",48.90963900000001,2.4882263
Swedish Institute of Infectious Disease Control,"151 W 26th St, New York, NY 10001, USA",40.7457892,-73.9931495
University of Tokyo Hospital,"7-chōme-3-1 Hongō, Bunkyo City, Tōkyō-to 113-8655, Japan",35.7117403,139.7655859
University of Alaska Anchorage,"3211 Providence Dr, Anchorage, AK 99508, USA",61.1910421,-149.8195598
Czech Technical University,"166 36 Prague 6, Czechia",50.1030364,14.3912841
Union Hospital,"1606 N 7th St, Terre Haute, IN 47804, USA",39.4853834,-87.40862399999999
Lufthansa Technik AG,"7424 East 30th St N, Tulsa, OK 74115, USA",36.1991146,-95.89287739999999
Miami University,"501 E High St, Oxford, OH 45056, USA",39.5105334,-84.73087679999999
Loyola University Medical Center,"2160 S 1st Ave, Maywood, IL 60153, USA",41.860567,-87.8354513
University of Pune,"Ganeshkhind Rd, Ganeshkhind, Pune, Maharashtra 411007, India",18.5523618,73.826655
Hospital of Desio,"1500 S Fairfield Ave, Chicago, IL 60608, USA",41.861159,-87.69471100000001
Instituto de Medicina Integral Professor Fernando Figueira (IMIP),"R. Dep. Souto Filho, 69 - Sala 501 - Maurício de Nassau, Caruaru - PE, 55012-310, Brazil",-8.280237999999999,-35.9702868
Children's Hospital of Eastern Ontario,"401 Smyth Rd, Ottawa, ON K1H 8L1, Canada",45.40076680000001,-75.652152
Mater Hospital,"Eccles St, Northside, Dublin 7, D07 R2WY, Ireland",53.3598586,-6.2656689
Adnan Menderes University,"Kepez Mevkii, Adnan Menderes Üniversitesi Merkez Kampüsü,, 09010 Efeler/Aydın, Turkey",37.8552535,27.8587248
PROSICS Barcelona,"Carrer de Sant Oleguer, 17, 08001 Barcelona, Spain",41.3772698,2.1719961
Public Health and Clinical Center of Chengdu,"Jingming Rd, Jinjiang Qu, Chengdu Shi, Sichuan Sheng, China",30.614549,104.140243
Randox Laboratories Ltd,"515 Industrial Blvd, Kearneysville, WV 25430, USA",39.349379,-77.870306
The Bill & Melinda Gates Foundation,"500 5th Ave N, Seattle, WA 98109, USA",47.6233319,-122.3465813
University of Montreal,"2900 Boulevard Edouard-Montpetit, Montréal, QC H3T 1J4, Canada",45.5056156,-73.61375919999999
Universidade Federal de Uberlândia,"Av. João Naves de Ávila, 2121 - Santa Mônica, Uberlândia - MG, 38408-100, Brazil",-18.918473,-48.2581763
University Hospital of Bern and University of Bern,"Freiburgstrasse 18, 3010 Bern, Switzerland",46.9472676,7.4247343
Johann Wolfgang Goethe University,"60323 Frankfurt, Germany",50.1270675,8.6677635
CHA University School of Medicine,"120 Haeryong-ro, Donggyo-dong, Pocheon-si, Gyeonggi-do, South Korea",37.856752,127.137807
Université Catholique de Louvain,"Place de l'Université 1, 1348 Ottignies-Louvain-la-Neuve, Belgium",50.66968749999999,4.6155909
Hospital Universitario Nuestra Señora de la Candelaria. Santa Cruz de Tenerife. b Hospital de Gran Canaria Dr. Negrín. Las Palmas de Gran Canaria. c Hospital Universitario de Canarias. La Laguna. Tenerife,"Ctra. Gral. del Rosario, 145, 38010 Santa Cruz de Tenerife, Spain",28.4480627,-16.2856164
Harbin Institute of Technology at Shenzhen,"6 Keji South 10th Rd, Nanshan Qu, Shenzhen Shi, Guangdong Sheng, China, 518057",22.537669,113.954274
Veterinary Laboratories Agency (VLA Weybridge),"Woodham Ln, Addlestone KT15 3NB, UK",51.3535565,-0.4935499
University of Lubumbashi,"Lubumbashi, Democratic Republic of the Congo",-11.6324718,27.483442
Swiss Federal Institute of Technology (EPFL),"1015 Ecublens, Switzerland",46.5176492,6.5648846
Gothenburg University,"405 30 Gothenburg, Sweden",57.6981719,11.971878
Centers for Disease Control & Prevention,"1600 Clifton Rd, Atlanta, GA 30333, USA",33.7993178,-84.328008
CAAS,"335 Madison Ave #9th, New York, NY 10017, USA",40.7535975,-73.9780852
National Veterinary Research Institute,"WBC 107 ASRC, 920 E. Campus Dr, Columbia, MO 65211, USA",38.9383379,-92.3136124
Taoyuan General Hospital,"No. 1492, Zhongshan Road, Taoyuan District, Taoyuan City, Taiwan 330",24.9781864,121.2685878
Mukogawa Women's University,"6-46 Ikebirakichō, Nishinomiya, Hyogo 663-8558, Japan",34.7172076,135.3744621
Université la Manouba,"Campus Universitaire de La Manouba, 2010, Tunisia",36.8157035,10.0616942
Hospital Severo Ochoa,"Av. de Orellana, s/n, 28911 Leganés, Madrid, Spain",40.32013389999999,-3.7694778
Charlotte's Web Inc,"1530 Central Ave, Wilmette, IL 60091, USA",42.074034,-87.71597
Huzhou Central Hospital,"198 Hongqi Rd, Wuxing Qu, Huzhou Shi, Zhejiang Sheng, China",30.865825,120.095035
Primo Animal Hospital,"131 Hospital Dr NE, Fort Walton Beach, FL 32548, USA",30.41432959999999,-86.60425599999999
CWI,"829 Burnett St, Paducah, KY 42001, USA",37.0929546,-88.6136696
Universidad Nacional de La Plata. IBBM,"Calle 50 & Calle 115, La Plata, Buenos Aires, Argentina",-34.9074389,-57.9426432
University of Connecticut (UConn) Medical Center,"234 Glenbrook Rd #4011, Storrs, CT 06269, USA",41.8100733,-72.2534817
University of Chicago,"5801 S Ellis Ave, Chicago, IL 60637, USA",41.7886079,-87.5987133
RTI International,"5265 Capital Blvd, Raleigh, NC 27616, USA",35.8566332,-78.5832507
North York General Hospital,"4001 Leslie St, North York, ON M2K 1E1, Canada",43.7690968,-79.36274410000001
University Montpellier II,"30, Faculté des Sciences de Montpellier, Place E. Bataillon, 34095 Montpellier, France",43.6316206,3.8634485
State University of Utrecht,"Utrecht, Netherlands",52.09073739999999,5.1214201
Tianjin Children's Hospital,"238 Longyan Rd, Beichen Qu, Tianjin Shi, China",39.2072842,117.1126897
University di Sassari,"Piazza Università, 21, 07100 Sassari SS, Italy",40.7248938,8.55979
Stollery Children's Hospital,"8440 112 St NW, Edmonton, AB T6G 2B7, Canada",53.5206343,-113.5245271
The University of Texas MD Anderson Cancer Center,"1515 Holcombe Blvd, Houston, TX 77030, USA",29.7068146,-95.3971547
Shanghai General Hospital,"650 Xinsongjiang Rd, Songjiang Qu, Shanghai Shi, China",31.040373,121.225721
University of North Florida,"1 UNF Dr, Jacksonville, FL 32224, USA",30.2661204,-81.50723140000001
Beijing Zoo,"137 Xizhimen Outer St, Dong Wu Yuan, Xicheng Qu, Beijing Shi, China",39.938864,116.33955
Hospital General Universitario de Elche,"Carrer Almazara, 11, 03203 Elche, Alicante, Spain",38.2596855,-0.6845768999999999
National University Health System and National University of Singapore,"1E Kent Ridge Rd, Singapore 119228",1.2922814,103.7834994
Saint Louis University School of Medicine. St. Louis,"1402 S Grand Blvd, St. Louis, MO 63104, USA",38.6224549,-90.2377947
EMBL,"Meyerhofstraße 1, 69117 Heidelberg, Germany",49.3848318,8.7105908
Chengdu Medical College,"601 Rongdu Ave Tianhui Rd, Jinniu Qu, Chengdu Shi, Sichuan Sheng, China",30.749373,104.113839
"Illumina, Inc","9440 Carroll Park Dr #100, San Diego, CA 92121, USA",32.8875924,-117.1730577
The First Affiliated Hospital of Zhengzhou University,"1 Jianshe E Rd, Erqi Qu, Zhengzhou Shi, Henan Sheng, China",34.752941,113.644854
Genentech Inc,"1 Antibody Way, Oceanside, CA 92056, USA",33.2103512,-117.3002703
The Barcelona Institute of Science and Technology,"Carrer del Comte d'Urgell, 187, 08036 Barcelona, Spain",41.3888281,2.1491666
Rua Tessália Vieira de Camargo,"R. Tessália Vieira de Camargo - Cidade Universitária, Campinas - SP, Brazil",-22.8306446,-47.062175
Zhejiang Starry Pharmaceutical Co. Ltd,"Xianju County, Taizhou, Zhejiang, China",28.874222,120.811545
University Corporation for,"100 Phoenix Dr suite 111, Ann Arbor, MI 48108, USA",42.2485027,-83.73686769999999
National Institute for Research,"1550 Fairmount St, Wichita, KS 67208, USA",37.711876,-97.2965727
Hillel Yaffe Medical Center,"Ha-Shalom St, Hadera, Israel",32.451313,34.895778
Affiliated Zhongshan Hospital of Dalian University,"Xinglin St, Zhongshan Qu, Dalian Shi, Liaoning Sheng, China",38.917989,121.649636
Vienna International Centre,"Wagramer Str. 5, 1400 Wien, Austria",48.2356394,16.4166388
Pusan National University Hospital,"179 Gudeok-ro, Amidong 1(il)-ga, Seo-gu, Busan, South Korea",35.100814,129.018729
the Fourth Military Medicial University. Xi'an,"China, Shaanxi Sheng, Xian Shi, Xincheng Qu, Kang Fu Lu Shang Quan, 长缨西路408号-4",34.277353,108.979147
Retrogenix Ltd,"High Peak Business Park, Buxton Rd, Chinley, High Peak SK23 6FJ, UK",53.33576069999999,-1.9212188
University of Valladolid,"C/Plaza de Santa Cruz, 8, 47002 Valladolid, Spain",41.6569271,-4.7140547
Deaconess Hospital,"Deaconess Hospital, Oklahoma City, OK 73112, USA",35.52551589999999,-97.58331749999999
St Donat sur l'Herbasse,"26260 Saint-Donat-sur-l'Herbasse, France",45.124889,4.984646
The University of Rhode Island,"45 Upper College Rd, Kingston, RI 02881, USA",41.4860647,-71.5308537
Zhejiang University and Hangzhou Genomics Institute,"866 Yuhangtang Rd, Xihu Qu, Hangzhou Shi, Zhejiang Sheng, China, 310027",30.30868439999999,120.0864995
Asahikawa Kosei Hospital,"Asahikawa Kosei Byoin, 24-chōme 1 Jōdōri, Asahikawa, Hokkaido 078-8211, Japan",43.75834,142.3839999
Shanghai Nanxiang Hospital,"495 Zhongren Rd, Jiading Qu, Shanghai Shi, China",31.29231,121.323015
Universidad de Le6n,"Pedro de Alba S/N, Niños Héroes, Ciudad Universitaria, San Nicolás de los Garza, N.L., Mexico",25.726406,-100.3119038
"Specialities Hospital of the National Medical Centre ""Siglo XXI"" Mexican Social Security Institute (IMSS)","Av. Cuauhtémoc 330, Doctores, Cuauhtémoc, 06720 Ciudad de México, CDMX, Mexico",19.4070032,-99.1546281
Harvard Medical School and Dana-Farber Cancer Institute,"450 Brookline Ave, Boston, MA 02215, USA",42.3375158,-71.1081418
Mangalayatan University,"Extended NCR 33rd Milestone, Aligarh-Mathura, Highway, Beswan, Uttar Pradesh 202145, India",27.6429793,77.8952752
John A. Burns School of Medicine,"651 Ilalo St, Honolulu, HI 96813, USA",21.2961515,-157.8633978
Health of Shandong University,"Xinglin Rd, Lixia Qu, Jinan Shi, Shandong Sheng, China",36.654744,117.018979
University of Cambridge,"The Old Schools, Trinity Ln, Cambridge CB2 1TN, UK",52.2042666,0.1149085
